CustomerID,CustomerAge,Gender,AnnualIncome,EducationLevel,MaritalStatus,HomeOwnership,ZipCode,Country,JoinDate,LoginsLast7Days,MonthlyLogins,QuarterlyLogins,LastLoginDate,FeaturesUsed,NPS,TotalSupportTickets,SupportTickets90Days,CancelAttempts,PlanName,SubscriptionStatus,MonthlyRevenue,AnnualRevenue,CustomerLifetimeValue,TotalOrders,OrdersLast30Days,AvgOrderValue,LastOrderDate,FailedPayments,DiscountUsageRate,CustomerStage,ChurnProbability,NextRenewalDate,OnboardingDone,OnboardingProgress,PlanUpgrades,PlanDowngrades,ReferralCount,EmailOpenRate,EmailClickRate,PushNotificationsEnabled,SMSOptIn,CommunityMember,ReviewsWritten,AvgRating
CUST_000361,64,Male,29820,hs_diploma,married,Owner,01008,US,2022-11-27,0,2,15,2025-12-13,4,7,8,0,1,Starter,paused,53.44,641.28,327.48,29,5,231.7,2026-01-05,1,0.5044,churned,0.1726,2027-02-21,True,0.8823,3,2,1,0.1956,0.1938,True,False,False,3,4.7
CUST_000362,47,Male,45001,Graduate,married,Owner,01001,US,2025-02-03,0,2,14,2025-12-23,12,6,9,5,0,Growth,active,314.59,3775.08,6717.71,25,3,184.83,2026-01-13,1,0.5544,mature,0.2938,2027-01-27,False,0.8042,0,1,0,0.4754,0.0497,True,False,True,8,2.6
CUST_000363,45,Female,28413,Bachelor,married,Owner,01005,US,2024-04-11,1,5,20,2025-12-26,3,9,11,2,0,Starter,active,497.22,5966.64,7929.33,32,5,358.71,2026-03-20,1,0.3819,growing,0.2204,2026-12-03,True,0.8755,1,2,2,0.4747,0.0708,True,False,True,1,2.9
CUST_000364,49,Female,31850,Graduate,single,Owner,01009,US,2025-07-10,0,1,11,2025-10-27,0,10,15,4,2,Starter,paused,140.25,1683.0,4250.54,47,2,141.03,2026-02-02,3,0.5568,churned,0.1764,2026-06-15,False,0.8805,3,2,1,0.0844,0.1498,True,False,False,5,2.9
CUST_000365,63,Female,48957,Bachelor,married,Owner,01005,US,2026-01-29,4,17,58,2026-03-11,3,6,20,2,3,Enterprise,active,349.68,4196.16,12099.5,28,0,355.67,2026-02-02,1,0.0327,mature,0.3679,2026-05-17,True,0.8413,3,1,4,0.1876,0.1843,True,False,True,0,4.3
CUST_000366,41,Male,36104,some college,married,Owner,01005,US,2024-10-14,0,0,1,2025-10-07,0,6,19,2,1,Growth,active,477.65,5731.8,9754.54,6,3,23.45,2025-12-30,2,0.0056,mature,0.1798,2026-11-26,False,0.7107,1,0,2,0.1017,0.052,True,False,True,1,2.6
CUST_000367,43,Female,38474,some college,divorced,Owner,01001,US,2025-01-09,5,20,65,2026-02-09,5,10,12,0,2,Enterprise,trial,302.85,3634.2,3598.46,34,5,388.56,2026-03-15,4,0.5517,new,0.3648,2026-10-11,False,0.9446,0,2,1,0.1511,0.0287,True,False,False,0,4.6
CUST_000368,47,Female,29417,Bachelor,divorced,Owner,01008,US,2025-05-17,0,2,11,2026-01-16,1,6,7,5,3,Starter,trial,150.17,1802.04,4641.25,25,2,486.46,2026-02-03,1,0.1079,mature,0.2798,2026-09-07,True,0.6267,2,0,5,0.4122,0.0639,True,False,False,6,4.7
CUST_000369,41,Male,27966,hs_diploma,married,Owner,01001,US,2025-01-17,0,0,8,2025-10-16,11,8,18,5,0,Professional,cancelled,149.58,1794.96,4524.08,1,2,68.65,2026-03-11,2,0.0208,new,0.0887,2027-01-08,False,0.9187,2,1,2,0.2749,0.14,False,False,True,1,4.7
CUST_000370,51,Female,47769,some college,married,Owner,01001,US,2022-12-29,3,15,53,2026-02-05,12,8,12,5,0,Starter,active,162.5,1950.0,3290.54,26,3,305.57,2026-01-19,1,0.258,new,0.1792,2027-02-01,True,0.5198,0,0,3,0.4349,0.1648,False,False,True,5,3.5
CUST_000371,49,Female,40241,Bachelor,married,Owner,01005,US,2024-09-11,1,6,18,2026-02-04,7,6,15,2,1,Enterprise,paused,267.5,3210.0,6537.68,32,5,252.33,2026-02-21,2,0.3463,at_risk,0.3165,2026-12-01,True,0.505,2,2,4,0.3885,0.1588,False,True,False,3,4.4
CUST_000372,60,Female,25041,Graduate,single,Owner,01005,US,2022-06-20,0,0,10,2025-12-02,3,6,8,5,3,Starter,trial,334.01,4008.12,8837.01,14,0,21.4,2026-01-03,2,0.2303,churned,0.4379,2026-08-26,True,0.7212,1,1,5,0.2998,0.0534,False,True,False,3,4.8
CUST_000373,42,Female,48941,hs or less,married,Owner,01010,US,2025-11-18,1,5,15,2026-01-07,11,6,2,2,0,Professional,active,250.25,3003.0,8448.2,49,5,223.91,2026-03-03,2,0.0842,churned,0.2218,2026-06-08,False,0.8132,2,0,5,0.1897,0.0888,True,False,True,1,4.5
CUST_000374,37,Female,46187,hs or less,divorced,Owner,01005,US,2024-07-03,0,0,9,2026-01-22,8,10,0,2,2,Enterprise,trial,27.35,328.2,914.96,32,4,401.03,2026-01-22,3,0.0183,mature,0.3631,2026-12-11,True,0.8301,2,0,3,0.4609,0.1469,True,True,False,8,4.0
CUST_000375,47,Male,46053,hs_diploma,married,Owner,01008,US,2022-07-08,1,7,29,2026-03-08,2,9,5,4,0,Professional,trial,66.15,793.8,2349.25,19,1,311.29,2026-02-21,0,0.0308,mature,0.3211,2026-04-24,True,0.6026,0,2,0,0.12,0.1601,True,False,True,5,4.8
CUST_000376,50,Female,35441,Bachelor,single,Owner,01005,US,2025-09-24,0,2,10,2025-12-25,12,7,10,5,3,Starter,active,420.61,5047.32,4230.52,33,2,207.96,2026-03-02,2,0.5632,at_risk,0.1614,2026-05-07,False,0.9411,3,2,3,0.5168,0.0875,False,False,False,0,3.7
CUST_000377,38,Male,27431,hs_diploma,divorced,Owner,01008,US,2023-05-21,1,5,18,2025-12-25,10,7,18,2,0,Starter,active,430.99,5171.88,9375.11,19,3,354.99,2026-02-25,3,0.322,mature,0.142,2026-04-12,True,0.5267,1,1,4,0.0842,0.098,False,False,False,0,3.3
CUST_000378,51,Female,44789,Graduate,married,Owner,01005,US,2024-02-26,2,11,42,2026-02-13,12,9,0,4,2,Professional,active,356.71,4280.52,12652.24,7,4,298.66,2026-02-16,1,0.5702,churned,0.063,2026-11-06,True,0.8883,2,0,5,0.2655,0.0598,True,True,False,8,2.8
CUST_000379,54,Female,26685,Bachelor,divorced,Owner,01005,US,2024-09-27,0,1,4,2025-10-15,11,10,2,3,1,Enterprise,paused,33.36,400.32,913.32,32,4,170.29,2026-03-22,1,0.4016,new,0.3641,2026-11-09,True,0.9303,3,2,1,0.1898,0.1977,True,False,False,8,3.1
CUST_000380,46,Male,31817,some college,divorced,Owner,01005,US,2025-07-20,4,16,53,2026-02-14,12,8,11,0,3,Professional,active,328.23,3938.76,9922.74,9,2,30.83,2026-02-26,2,0.2599,mature,0.2786,2026-08-27,True,0.8383,1,1,5,0.4895,0.0463,True,False,False,5,4.5
CUST_000381,52,Female,41047,hs_diploma,divorced,Owner,01001,US,2022-04-20,0,3,12,2025-11-09,11,5,1,3,3,Starter,trial,305.3,3663.6,10064.46,27,3,406.4,2026-03-14,0,0.0376,growing,0.1198,2027-02-05,True,0.5121,1,1,5,0.0612,0.1039,False,True,False,5,3.0
CUST_000382,44,Male,32377,hs_diploma,married,Owner,01010,US,2023-12-21,1,7,21,2026-01-30,8,9,5,5,1,Enterprise,active,82.99,995.88,2740.89,38,0,300.94,2026-02-07,0,0.3417,mature,0.1068,2026-09-21,True,0.8506,1,2,4,0.3576,0.1451,False,False,False,3,2.7
CUST_000383,38,Male,42328,Graduate,married,Owner,01001,US,2023-05-18,4,17,61,2026-02-02,10,7,6,5,1,Basic,trial,59.24,710.88,1479.65,3,0,409.78,2026-02-08,0,0.3963,mature,0.2295,2026-10-11,True,0.5071,3,0,4,0.1784,0.0169,False,True,False,1,5.0
CUST_000384,39,Male,20318,hs_diploma,married,Owner,01008,US,2026-01-05,5,22,70,2026-03-09,3,10,8,3,2,Starter,active,102.56,1230.72,629.78,6,0,360.66,2025-12-30,1,0.3533,mature,0.0348,2027-03-03,True,0.6874,3,1,4,0.4027,0.0853,True,False,False,6,3.2
CUST_000385,49,Female,30557,hs or less,married,Owner,01009,US,2024-08-23,0,0,3,2025-10-09,11,6,12,3,0,Growth,active,85.35,1024.2,2967.72,14,1,221.34,2026-03-04,2,0.5276,churned,0.273,2026-08-09,True,0.7876,0,0,0,0.415,0.042,True,True,True,7,4.7
CUST_000386,38,Female,30065,some college,married,Owner,01001,US,2024-07-09,0,2,12,2025-12-09,0,8,17,2,2,Basic,active,350.11,4201.32,3276.58,45,3,72.18,2026-02-09,2,0.2169,at_risk,0.0825,2026-12-10,True,0.7077,1,1,0,0.1138,0.1362,True,True,True,8,4.9
CUST_000387,62,Female,44887,some college,married,Owner,01009,US,2024-04-02,0,2,6,2025-11-16,2,5,14,4,0,Growth,cancelled,411.36,4936.32,13456.94,13,4,416.15,2026-01-13,1,0.3814,mature,0.1712,2026-09-06,False,0.7076,2,0,0,0.2977,0.1197,True,True,False,4,4.3
CUST_000388,51,Female,35669,some college,married,Owner,01010,US,2023-06-04,2,10,38,2026-03-22,9,6,8,0,1,Starter,cancelled,130.11,1561.32,3817.72,13,2,293.77,2026-01-15,2,0.2631,new,0.3702,2026-06-23,False,0.7903,2,1,2,0.5477,0.0907,False,False,False,6,3.7
CUST_000389,38,Male,28392,Graduate,married,Owner,01009,US,2022-08-04,3,12,39,2026-02-12,5,10,15,1,1,Professional,active,347.4,4168.8,8527.42,5,5,65.48,2026-01-22,1,0.1061,mature,0.3285,2027-02-02,True,0.8965,3,0,4,0.0733,0.0179,True,False,False,4,3.5
CUST_000390,60,Male,37589,Bachelor,married,Owner,01008,US,2022-05-27,3,14,46,2026-03-11,1,6,13,5,3,Starter,cancelled,140.46,1685.52,3606.48,36,3,239.44,2026-03-15,2,0.169,mature,0.0042,2026-06-25,True,0.5799,2,1,4,0.3822,0.1395,False,False,False,5,4.8
CUST_000391,62,Female,43183,Bachelor,married,Owner,01005,US,2025-02-04,1,5,17,2026-02-02,9,6,14,5,3,Enterprise,active,183.17,2198.04,3892.57,23,1,207.72,2026-03-27,0,0.476,at_risk,0.2565,2026-08-16,True,0.9253,1,1,0,0.3211,0.0332,False,True,True,4,3.2
CUST_000392,55,Male,22674,hs_diploma,divorced,Owner,01010,US,2024-10-20,6,24,81,2026-02-21,9,6,16,4,1,Starter,cancelled,191.82,2301.84,6741.92,43,5,349.79,2026-01-31,0,0.3693,growing,0.2805,2026-08-31,True,0.6695,3,1,3,0.338,0.0457,True,False,False,7,4.1
CUST_000393,41,Female,44719,hs_diploma,divorced,Owner,01008,US,2022-12-21,1,5,16,2025-12-29,8,10,8,4,2,Growth,active,340.73,4088.76,8606.81,7,3,446.32,2026-03-12,3,0.1798,mature,0.1404,2026-12-04,True,0.7611,1,1,1,0.5287,0.0833,True,True,False,5,3.9
CUST_000394,40,Female,20061,Bachelor,married,Owner,01001,US,2023-09-10,5,21,70,2026-03-20,12,10,0,5,1,Basic,trial,318.14,3817.68,7743.59,47,4,302.69,2026-02-28,4,0.5063,at_risk,0.271,2026-08-25,True,0.6283,1,1,2,0.1344,0.1386,True,False,False,5,3.5
CUST_000395,48,Female,25377,some college,married,Owner,01005,US,2026-02-11,2,11,39,2026-03-26,3,5,14,4,0,Starter,cancelled,387.05,4644.6,12584.45,3,1,46.78,2026-03-16,0,0.5659,churned,0.3893,2026-06-02,True,0.5271,1,0,4,0.4713,0.1783,False,False,True,1,3.1
CUST_000396,60,Female,44216,Bachelor,married,Owner,01009,US,2023-01-29,2,10,40,2026-03-27,12,9,12,1,1,Professional,paused,409.31,4911.72,5394.19,24,0,393.07,2026-03-12,4,0.0745,at_risk,0.2871,2026-11-13,True,0.6896,3,0,5,0.0675,0.1453,True,True,False,7,4.5
CUST_000397,52,Male,46361,some college,married,Owner,01010,US,2023-04-07,6,24,73,2026-03-03,6,5,5,1,0,Starter,cancelled,482.74,5792.88,12886.92,29,5,386.55,2026-01-11,2,0.5391,new,0.1009,2026-12-03,True,0.5871,0,2,3,0.1005,0.1857,True,True,False,8,4.5
CUST_000398,56,Male,33653,some college,married,Owner,01010,US,2025-03-06,1,4,16,2025-10-31,12,5,11,0,1,Basic,trial,359.1,4309.2,7015.83,19,4,455.49,2026-03-12,3,0.5308,growing,0.3587,2026-05-28,True,0.5803,0,1,4,0.1688,0.0837,True,False,False,1,4.1
CUST_000399,56,Male,40290,hs_diploma,single,Owner,01005,US,2024-09-08,0,0,6,2026-02-22,4,10,16,3,2,Enterprise,paused,107.84,1294.08,3243.53,40,0,153.79,2026-02-18,4,0.5392,new,0.4403,2026-09-28,True,0.9859,0,2,3,0.0713,0.0199,True,False,True,6,3.4
CUST_000400,54,Male,47847,hs or less,married,Owner,01005,US,2023-03-15,1,4,16,2026-02-09,6,10,11,2,3,Enterprise,active,140.51,1686.12,4052.25,22,5,90.65,2025-12-30,4,0.3325,new,0.1021,2026-10-12,True,0.6712,1,0,5,0.1092,0.069,True,False,False,2,3.7
CUST_000401,35,Male,24997,Graduate,divorced,Owner,01008,US,2022-06-20,0,3,11,2025-10-21,3,7,3,4,0,Growth,trial,216.82,2601.84,2044.85,21,1,43.63,2026-03-12,1,0.3765,mature,0.1506,2026-10-11,True,0.7798,2,0,4,0.4513,0.1977,False,True,False,1,5.0
CUST_000402,50,Female,21450,Bachelor,single,Owner,01010,US,2022-09-09,0,2,6,2026-03-15,5,5,8,3,1,Starter,trial,170.18,2042.16,2462.52,31,3,356.27,2026-01-18,4,0.3915,new,0.1521,2026-12-18,False,0.6711,3,0,4,0.1786,0.1666,True,False,False,3,4.9
CUST_000403,64,Female,46659,Bachelor,married,Owner,01010,US,2025-01-13,0,1,3,2025-10-17,2,6,11,3,3,Enterprise,active,322.18,3866.16,4183.64,18,5,241.96,2026-03-22,2,0.0928,at_risk,0.2218,2027-02-03,True,0.9991,0,1,4,0.1621,0.1701,True,False,False,6,4.6
CUST_000404,61,Female,21493,some college,married,Owner,01008,US,2025-09-28,3,12,41,2026-02-24,7,5,20,2,1,Growth,trial,88.81,1065.72,1830.18,25,2,185.27,2026-03-02,3,0.5475,churned,0.0967,2027-01-09,False,0.542,1,1,1,0.1318,0.1768,True,True,False,0,4.2
CUST_000405,50,Female,24191,some college,married,Owner,01005,US,2025-08-14,1,5,24,2025-12-11,11,5,18,0,1,Growth,active,415.75,4989.0,6185.73,48,2,465.03,2026-02-10,1,0.1328,churned,0.1488,2026-12-28,True,0.92,2,0,5,0.1295,0.0825,True,False,False,2,3.7
CUST_000406,51,Female,41521,Graduate,divorced,Owner,01005,US,2022-09-28,4,19,59,2026-03-28,6,5,8,0,3,Starter,paused,370.42,4445.04,13223.27,30,5,96.52,2026-03-18,4,0.5009,churned,0.3353,2026-12-15,True,0.851,0,0,2,0.3792,0.0601,True,True,False,3,3.1
CUST_000407,37,Female,37363,hs or less,married,Owner,01008,US,2024-02-22,0,3,11,2025-10-03,0,10,4,2,2,Basic,active,252.65,3031.8,3643.85,6,5,331.34,2026-01-28,0,0.4525,at_risk,0.3864,2027-02-28,True,0.5283,1,1,1,0.517,0.1344,True,False,True,1,4.9
CUST_000408,53,Male,36172,Graduate,single,Owner,01010,US,2024-10-18,0,1,7,2025-10-22,2,6,1,3,2,Starter,cancelled,203.58,2442.96,2843.04,49,2,473.64,2026-02-17,2,0.497,at_risk,0.2278,2026-09-18,False,0.912,2,0,4,0.4744,0.1165,False,True,False,7,4.6
CUST_000409,60,Male,45632,hs_diploma,married,Owner,01010,US,2024-05-02,4,16,52,2026-03-29,10,7,9,3,0,Enterprise,active,62.46,749.52,1104.46,45,0,434.25,2026-02-23,0,0.1601,churned,0.0438,2027-01-20,True,0.8348,2,1,0,0.3715,0.0336,False,False,False,0,3.5
CUST_000410,60,Female,48354,Graduate,married,Owner,01009,US,2024-10-03,0,1,7,2025-10-19,6,9,5,4,0,Professional,paused,218.97,2627.64,4715.48,25,5,162.07,2026-03-25,2,0.0743,churned,0.1491,2026-10-23,False,0.7828,1,1,2,0.2059,0.0628,True,False,False,3,4.8
CUST_000411,47,Male,39241,hs or less,single,Owner,01005,US,2025-06-06,1,5,24,2026-02-13,0,5,9,4,3,Professional,active,398.57,4782.84,9624.87,6,4,377.15,2026-01-19,3,0.2907,mature,0.1532,2027-03-28,True,0.709,1,0,0,0.2649,0.1734,True,False,False,5,2.8
CUST_000412,41,Male,45963,some college,married,Owner,01001,US,2023-07-05,0,0,3,2025-11-09,3,9,3,0,2,Starter,active,309.05,3708.6,4952.86,32,1,377.16,2026-02-28,2,0.0095,churned,0.3231,2026-10-25,True,0.7886,0,2,2,0.127,0.1731,True,True,False,4,3.4
CUST_000413,50,Male,26960,some college,single,Owner,01005,US,2024-01-24,0,3,19,2025-12-18,9,5,6,0,2,Starter,cancelled,73.54,882.48,1926.11,30,2,41.52,2026-03-08,2,0.27,churned,0.3412,2026-11-20,True,0.5569,1,0,1,0.1606,0.172,True,False,False,2,3.8
CUST_000414,40,Male,32926,hs_diploma,married,Owner,01001,US,2022-12-16,0,0,10,2025-10-19,6,10,13,1,1,Enterprise,active,395.09,4741.08,3406.36,26,3,288.14,2026-02-15,3,0.3027,at_risk,0.433,2026-08-07,True,0.657,3,2,0,0.4429,0.1924,False,False,False,1,3.4
CUST_000415,53,Female,43649,Bachelor,divorced,Owner,01009,US,2025-03-19,0,1,12,2025-10-13,6,7,4,1,3,Enterprise,active,419.4,5032.8,7021.48,26,0,149.27,2026-02-26,4,0.2468,growing,0.16,2026-09-24,True,0.8775,0,0,5,0.1391,0.0185,True,True,True,4,4.6
CUST_000416,58,Female,25956,Bachelor,married,Owner,01005,US,2024-10-23,1,4,22,2026-01-23,2,8,0,1,1,Professional,trial,383.73,4604.76,8602.74,28,5,492.97,2026-02-09,1,0.4789,at_risk,0.2429,2027-03-25,False,0.6249,1,2,4,0.4537,0.1378,False,False,True,5,3.8
CUST_000417,49,Male,36884,Graduate,married,Owner,01010,US,2025-05-09,1,4,19,2025-12-01,10,9,2,5,2,Starter,trial,300.94,3611.28,3448.16,4,3,336.56,2026-03-24,2,0.5582,churned,0.425,2027-03-25,True,0.9874,3,2,0,0.4941,0.1587,True,False,False,5,4.4
CUST_000418,55,Male,47382,Bachelor,married,Owner,01001,US,2024-09-21,0,1,9,2025-11-10,5,9,18,5,2,Growth,paused,185.6,2227.2,4531.69,41,2,488.35,2026-03-11,4,0.0717,new,0.2268,2026-11-18,True,0.9218,2,2,4,0.193,0.0454,True,True,False,0,3.3
CUST_000419,59,Female,43727,some college,married,Owner,01009,US,2024-02-22,1,5,17,2025-11-07,11,9,1,2,1,Basic,active,90.37,1084.44,1487.39,8,2,178.48,2026-01-19,0,0.3252,new,0.2095,2026-05-09,False,0.5002,1,2,4,0.2374,0.1003,False,False,False,5,2.6
CUST_000420,37,Female,23917,hs or less,divorced,Owner,01005,US,2024-07-25,6,27,86,2026-03-22,2,8,7,3,0,Growth,trial,77.1,925.2,1559.61,1,1,29.0,2026-01-03,3,0.2788,growing,0.2982,2026-04-11,True,0.7766,0,1,4,0.1928,0.0472,True,False,False,5,4.4
CUST_000421,52,Female,21766,some college,divorced,Owner,01005,US,2023-12-28,4,17,61,2026-02-19,7,9,18,3,0,Starter,paused,496.85,5962.2,17591.18,42,5,203.56,2026-03-03,2,0.4405,growing,0.0732,2027-01-04,True,0.7998,3,0,5,0.5221,0.0306,True,False,False,2,4.0
CUST_000422,37,Male,48143,Graduate,married,Owner,01009,US,2025-05-23,0,1,6,2026-01-12,0,8,0,5,1,Basic,active,457.26,5487.12,15494.76,50,1,335.84,2026-02-05,0,0.2336,churned,0.053,2027-03-07,True,0.86,0,0,4,0.4807,0.0355,True,True,False,8,4.3
CUST_000423,57,Male,28633,hs or less,single,Owner,01009,US,2023-06-24,1,5,19,2025-12-13,1,5,14,0,2,Starter,active,390.77,4689.24,3530.45,23,5,488.73,2026-01-12,3,0.4628,growing,0.0199,2026-08-06,False,0.8164,3,2,3,0.0633,0.1822,False,True,False,8,3.0
CUST_000424,37,Male,35649,hs or less,married,Owner,01008,US,2022-06-30,5,20,66,2026-02-19,11,8,11,5,0,Professional,active,223.96,2687.52,5169.38,50,0,151.54,2026-01-11,3,0.1465,at_risk,0.1952,2026-12-27,True,0.8584,3,0,2,0.1787,0.036,True,False,False,0,3.0
CUST_000425,52,Female,39893,Bachelor,single,Owner,01010,US,2024-02-24,0,0,4,2026-01-28,5,6,9,0,1,Growth,active,453.42,5441.04,8977.79,22,0,402.14,2026-02-13,4,0.1764,new,0.1876,2026-09-15,True,0.7523,0,1,2,0.0771,0.0723,False,False,False,3,3.5
CUST_000426,36,Male,26234,Graduate,married,Owner,01001,US,2024-02-16,5,22,74,2026-03-14,11,6,15,2,0,Enterprise,paused,213.67,2564.04,6531.16,33,2,187.94,2026-01-20,0,0.0077,growing,0.2225,2026-07-29,True,0.631,1,0,5,0.134,0.018,True,False,False,5,3.4
CUST_000427,59,Female,22504,hs or less,married,Owner,01009,US,2022-09-30,4,19,64,2026-03-13,3,10,6,2,0,Basic,active,362.42,4349.04,11801.51,29,4,409.06,2026-03-17,0,0.1766,growing,0.3034,2027-01-21,True,0.9229,0,1,1,0.4256,0.0889,True,True,True,4,4.0
CUST_000428,41,Female,42484,Graduate,divorced,Owner,01005,US,2023-08-29,4,17,51,2026-02-19,2,5,15,5,3,Starter,paused,301.13,3613.56,10830.08,11,1,211.41,2026-02-12,1,0.105,growing,0.0744,2026-07-22,True,0.6446,0,2,0,0.3443,0.0137,True,True,False,6,4.3
CUST_000429,41,Female,23156,Graduate,divorced,Owner,01005,US,2026-02-14,2,9,35,2026-02-22,6,5,4,1,0,Starter,cancelled,499.23,5990.76,7949.49,7,0,358.01,2026-03-09,3,0.2601,churned,0.0105,2026-09-17,True,0.9787,1,2,1,0.0654,0.0719,True,True,False,1,2.8
CUST_000430,41,Male,20009,some college,married,Owner,01010,US,2025-07-12,2,8,30,2026-02-24,5,6,16,3,0,Professional,active,370.92,4451.04,4980.92,22,2,122.05,2026-01-20,2,0.0465,new,0.1577,2026-11-21,False,0.8519,2,1,2,0.2291,0.1805,True,False,True,2,4.1
CUST_000431,49,Male,40224,some college,divorced,Owner,01001,US,2022-07-11,0,1,5,2025-10-14,7,8,16,5,3,Starter,active,69.85,838.2,1019.51,16,1,354.24,2026-02-18,0,0.3159,churned,0.1362,2027-02-09,True,0.5262,3,0,3,0.4961,0.0172,True,False,False,2,4.0
CUST_000432,60,Male,47281,Bachelor,married,Owner,01009,US,2025-10-18,1,4,19,2025-10-25,10,9,9,1,1,Starter,active,172.03,2064.36,2764.15,33,0,101.19,2026-01-04,1,0.0454,mature,0.0715,2026-10-14,True,0.6008,3,2,4,0.4928,0.0441,True,False,False,3,3.8
CUST_000433,56,Female,33899,Graduate,divorced,Owner,01010,US,2023-01-26,1,4,17,2026-01-07,9,6,0,4,1,Growth,active,304.49,3653.88,7517.35,17,4,190.84,2026-03-20,4,0.0306,churned,0.0396,2026-08-09,True,0.8598,1,2,3,0.27,0.1785,True,False,False,0,3.8
CUST_000434,64,Female,28453,hs or less,single,Owner,01010,US,2025-03-01,4,18,58,2026-02-10,11,7,6,3,1,Basic,active,347.53,4170.36,5674.13,43,0,37.69,2026-01-18,4,0.3306,mature,0.3796,2026-09-19,True,0.8387,1,1,4,0.1266,0.1412,True,False,False,7,2.7
CUST_000435,43,Male,48177,some college,married,Owner,01010,US,2024-06-16,1,4,13,2025-10-28,3,10,2,3,2,Starter,paused,321.65,3859.8,2324.26,22,5,278.66,2025-12-31,3,0.0619,growing,0.1813,2026-09-01,True,0.9788,0,1,3,0.5357,0.1613,True,False,False,8,4.8
CUST_000436,62,Male,43226,Graduate,single,Owner,01009,US,2023-04-23,1,4,16,2025-11-21,8,7,6,0,0,Growth,cancelled,241.14,2893.68,5355.82,37,2,76.33,2026-02-23,0,0.5462,mature,0.3165,2026-09-10,True,0.7162,3,2,4,0.3771,0.1254,True,True,False,4,4.8
CUST_000437,36,Female,41721,hs or less,married,Owner,01001,US,2022-07-23,6,27,89,2026-03-28,11,7,1,0,3,Enterprise,active,366.63,4399.56,11481.81,31,5,340.02,2026-03-11,4,0.337,mature,0.3338,2026-04-24,True,0.7625,2,2,1,0.3929,0.0436,False,False,False,5,3.6
CUST_000438,48,Male,25488,hs or less,single,Owner,01008,US,2024-08-11,0,2,7,2026-01-05,0,5,4,0,0,Starter,active,491.61,5899.32,5707.12,6,3,207.39,2026-02-23,2,0.125,at_risk,0.3141,2026-04-08,True,0.5521,3,2,4,0.4737,0.0804,True,False,True,2,4.8
CUST_000439,54,Female,26939,hs or less,married,Owner,01001,US,2023-05-04,0,1,13,2025-12-13,12,7,2,4,3,Starter,active,258.56,3102.72,8905.65,4,4,300.39,2026-01-21,4,0.3812,new,0.0433,2026-12-10,True,0.5985,2,2,3,0.5115,0.0749,True,True,False,7,2.9
CUST_000440,39,Male,32298,Graduate,married,Owner,01001,US,2025-08-17,0,3,14,2026-01-08,3,6,10,0,2,Professional,active,94.72,1136.64,1061.76,10,4,154.96,2026-02-02,2,0.1623,growing,0.0137,2027-02-16,True,0.7231,1,2,0,0.3234,0.123,True,False,False,6,3.0
CUST_000441,44,Female,40520,hs or less,married,Owner,01010,US,2023-02-22,0,2,6,2025-10-11,2,10,1,3,3,Professional,cancelled,122.05,1464.6,2699.62,22,1,198.03,2026-01-11,3,0.3044,growing,0.2735,2026-08-18,True,0.9733,3,0,4,0.352,0.1203,True,False,False,0,3.8
CUST_000442,63,Male,31289,Bachelor,married,Owner,01010,US,2025-05-23,1,4,17,2025-12-12,1,8,10,1,3,Professional,active,242.13,2905.56,3111.42,13,0,32.21,2026-03-23,4,0.5992,mature,0.3336,2026-11-30,True,0.8993,1,0,0,0.4867,0.0171,True,False,False,0,2.5
CUST_000443,49,Male,26889,hs_diploma,divorced,Owner,01005,US,2025-03-31,0,0,7,2026-02-14,12,10,6,1,0,Basic,paused,251.02,3012.24,2864.82,9,0,142.4,2026-02-04,3,0.3548,mature,0.4084,2026-12-13,True,0.9122,1,2,1,0.4363,0.1238,True,False,True,7,3.7
CUST_000444,41,Male,25605,Bachelor,married,Owner,01009,US,2023-03-06,0,2,12,2025-11-12,10,7,1,0,1,Growth,active,105.16,1261.92,2040.27,33,3,172.62,2026-02-18,0,0.5214,growing,0.3998,2026-11-03,False,0.9212,1,1,5,0.0798,0.1651,True,True,False,0,5.0
CUST_000445,41,Female,47177,Graduate,married,Owner,01009,US,2025-02-09,5,21,70,2026-03-02,7,8,15,1,2,Growth,active,190.27,2283.24,3683.55,14,5,392.91,2026-03-13,1,0.3246,mature,0.1901,2027-01-07,True,0.6369,0,2,3,0.2503,0.0417,True,False,True,5,4.9
CUST_000446,41,Male,20490,hs or less,single,Owner,01009,US,2025-08-11,0,3,12,2025-11-02,0,9,9,1,2,Growth,active,462.51,5550.12,7230.34,8,3,74.34,2026-02-07,2,0.1088,new,0.2292,2026-04-24,True,0.6724,0,0,0,0.4785,0.1438,True,False,False,5,4.6
CUST_000447,41,Male,24961,hs or less,divorced,Owner,01008,US,2024-12-29,0,2,11,2026-03-09,10,10,10,0,1,Basic,active,134.22,1610.64,4830.37,14,3,104.18,2026-01-13,3,0.39,new,0.0019,2026-08-21,False,0.979,1,0,2,0.3619,0.1499,False,False,False,7,5.0
CUST_000448,47,Female,22152,some college,married,Owner,01005,US,2022-06-02,0,2,11,2025-12-06,3,9,19,4,1,Growth,cancelled,87.89,1054.68,1705.98,9,0,476.88,2026-02-19,0,0.4318,at_risk,0.0982,2027-01-25,True,0.9081,1,0,1,0.474,0.028,True,True,False,5,4.3
